Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Value For Money,Recommended,Verified,Word_Count,Review_Length,Average_Rating,Recommendation_Status,Verification_Status,Rating_Level,Date_Flown_Clean,Year,Month,Month_Name
Couple Leisure,Business Class,Gatwick to Paphos,July 2018,3.0,5.0,4.0,,4.0,4.0,yes,yes,147,791,4.0,Recommended,Verified,High Rating,2018-07-01,2018,7,July
Family Leisure,Business Class,New York to Nairobi via London,July 2018,2.0,5.0,2.0,2.0,2.0,2.0,no,yes,109,592,2.5,Not Recommended,Verified,Low Rating,2018-07-01,2018,7,July
Business,Economy Class,Istanbul to London Heathrow,July 2018,1.0,1.0,,1.0,1.0,1.0,no,yes,122,649,1.0,Not Recommended,Verified,Low Rating,2018-07-01,2018,7,July
Family Leisure,Economy Class,Heathrow to Milan,July 2018,3.0,2.0,,,1.0,1.0,no,yes,94,526,1.75,Not Recommended,Verified,Low Rating,2018-07-01,2018,7,July
Business,Premium Economy,London to Santiago de Chile,July 2018,4.0,5.0,4.0,4.0,4.0,5.0,yes,yes,190,1058,4.333333333333333,Recommended,Verified,High Rating,2018-07-01,2018,7,July
Couple Leisure,Business Class,London Heathrow to Seattle Tacoma,July 2018,4.0,4.0,4.0,2.0,4.0,4.0,no,yes,283,1562,3.6666666666666665,Not Recommended,Verified,Medium Rating,2018-07-01,2018,7,July
Family Leisure,Economy Class,London Gatwick to Tirana Rinas,July 2018,4.0,4.0,3.0,,5.0,3.0,yes,yes,200,1119,3.8,Recommended,Verified,Medium Rating,2018-07-01,2018,7,July
Couple Leisure,Economy Class,London to Murcia ,July 2018,5.0,5.0,5.0,,3.0,5.0,yes,yes,76,429,4.6,Recommended,Verified,High Rating,2018-07-01,2018,7,July
Solo Leisure,Business Class,London to Amsterdam,July 2018,3.0,4.0,3.0,,1.0,1.0,no,yes,612,3326,2.4,Not Recommended,Verified,Low Rating,2018-07-01,2018,7,July
Family Leisure,Economy Class,Aberdeen to Abu Dhabi via London,July 2018,3.0,1.0,1.0,4.0,1.0,3.0,no,yes,131,702,2.1666666666666665,Not Recommended,Verified,Low Rating,2018-07-01,2018,7,July
Solo Leisure,Economy Class,Prague to Denver via London,June 2018,3.0,5.0,5.0,3.0,1.0,2.0,no,yes,118,643,3.1666666666666665,Not Recommended,Verified,Medium Rating,2018-06-01,2018,6,June
Couple Leisure,Economy Class,Seville to Gatwick,July 2018,2.0,1.0,1.0,,1.0,3.0,no,yes,78,434,1.6,Not Recommended,Verified,Low Rating,2018-07-01,2018,7,July
Solo Leisure,Economy Class,London to Amsterdam,July 2018,1.0,1.0,,,1.0,1.0,no,yes,32,201,1.0,Not Recommended,Verified,Low Rating,2018-07-01,2018,7,July
Couple Leisure,Business Class,Gatwick to Barcelona ,July 2018,1.0,3.0,1.0,,4.0,1.0,no,yes,99,583,2.0,Not Recommended,Verified,Low Rating,2018-07-01,2018,7,July
Business,Premium Economy,HKG to LHR,June 2018,4.0,5.0,4.0,5.0,5.0,4.0,yes,yes,199,1155,4.5,Recommended,Verified,High Rating,2018-06-01,2018,6,June
Solo Leisure,Business Class,Faro to Gatwick,July 2018,3.0,2.0,4.0,,3.0,4.0,yes,yes,269,1498,3.2,Recommended,Verified,Medium Rating,2018-07-01,2018,7,July
Solo Leisure,Business Class,Gatwick to Faro,July 2018,3.0,4.0,3.0,,5.0,4.0,yes,yes,257,1430,3.8,Recommended,Verified,Medium Rating,2018-07-01,2018,7,July
Solo Leisure,First Class,Jeddah to Chicago via London,May 2018,4.0,5.0,4.0,5.0,1.0,5.0,no,yes,126,682,4.0,Not Recommended,Verified,High Rating,2018-05-01,2018,5,May
Business,Business Class,London to Frankfurt,July 2018,1.0,1.0,1.0,,1.0,1.0,no,yes,76,426,1.0,Not Recommended,Verified,Low Rating,2018-07-01,2018,7,July
Solo Leisure,Business Class,Gatwick to Malaga,July 2018,4.0,5.0,5.0,,3.0,5.0,yes,yes,120,659,4.4,Recommended,Verified,High Rating,2018-07-01,2018,7,July
Couple Leisure,Business Class,Bermuda to Gatwick,May 2018,4.0,3.0,1.0,4.0,4.0,2.0,yes,yes,75,427,3.0,Recommended,Verified,Medium Rating,2018-05-01,2018,5,May
Business,Economy Class,Aberdeen to Boston via London,July 2018,2.0,4.0,4.0,5.0,4.0,3.0,yes,yes,79,452,3.6666666666666665,Recommended,Verified,Medium Rating,2018-07-01,2018,7,July
Solo Leisure,Economy Class,London to Hamburg,June 2018,4.0,3.0,,,5.0,3.0,yes,yes,71,431,3.75,Recommended,Verified,Medium Rating,2018-06-01,2018,6,June
Family Leisure,Premium Economy,London Heathrow to Hong Kong,July 2018,3.0,3.0,2.0,3.0,1.0,2.0,no,yes,68,410,2.3333333333333335,Not Recommended,Verified,Low Rating,2018-07-01,2018,7,July
Couple Leisure,Economy Class,London to Istanbul,June 2018,3.0,3.0,1.0,1.0,1.0,2.0,no,yes,174,1052,1.8333333333333333,Not Recommended,Verified,Low Rating,2018-06-01,2018,6,June
Solo Leisure,Economy Class,Munich to London Heathrow,July 2018,4.0,4.0,2.0,,5.0,3.0,yes,yes,165,936,3.6,Recommended,Verified,Medium Rating,2018-07-01,2018,7,July
Couple Leisure,Business Class,Edinburgh-Florence ,July 2018,4.0,5.0,5.0,,5.0,5.0,yes,yes,29,184,4.8,Recommended,Verified,High Rating,2018-07-01,2018,7,July
Solo Leisure,Economy Class,London Heathrow to Manchester,July 2018,1.0,1.0,1.0,1.0,1.0,1.0,no,yes,187,1008,1.0,Not Recommended,Verified,Low Rating,2018-07-01,2018,7,July
Couple Leisure,Economy Class,London to Madrid,July 2018,1.0,,,,1.0,1.0,no,yes,112,603,1.0,Not Recommended,Verified,Low Rating,2018-07-01,2018,7,July
Business,Business Class,London to Shanghai,June 2018,1.0,5.0,4.0,2.0,2.0,3.0,no,yes,158,959,2.8333333333333335,Not Recommended,Verified,Low Rating,2018-06-01,2018,6,June
Family Leisure,Economy Class,London to Tehran,August 2017,1.0,1.0,1.0,,4.0,1.0,no,yes,120,654,1.6,Not Recommended,Verified,Low Rating,2017-08-01,2017,8,August
Couple Leisure,Economy Class,Pisa to London Heathrow,July 2018,1.0,3.0,,,3.0,2.0,no,yes,162,852,2.25,Not Recommended,Verified,Low Rating,2018-07-01,2018,7,July
Business,First Class,London Heathrow to Las Vegas,June 2018,3.0,2.0,2.0,2.0,3.0,1.0,no,yes,210,1145,2.1666666666666665,Not Recommended,Verified,Low Rating,2018-06-01,2018,6,June
Couple Leisure,Economy Class,Dublin to Miami via London,June 2018,1.0,1.0,1.0,,1.0,1.0,no,yes,172,939,1.0,Not Recommended,Verified,Low Rating,2018-06-01,2018,6,June
Family Leisure,Economy Class,Johannesburg to Heathrow,June 2018,1.0,4.0,1.0,4.0,1.0,1.0,no,yes,97,541,2.0,Not Recommended,Verified,Low Rating,2018-06-01,2018,6,June
Couple Leisure,Economy Class,Toronto to London,July 2018,1.0,1.0,1.0,3.0,1.0,1.0,no,yes,141,755,1.3333333333333333,Not Recommended,Verified,Low Rating,2018-07-01,2018,7,July
Couple Leisure,Business Class,Rome to Gatwick,August 2017,1.0,1.0,1.0,,1.0,1.0,no,yes,144,776,1.0,Not Recommended,Verified,Low Rating,2017-08-01,2017,8,August
Solo Leisure,Premium Economy,Mumbai to Edinburgh via London,June 2018,5.0,5.0,3.0,4.0,5.0,5.0,yes,yes,205,1122,4.5,Recommended,Verified,High Rating,2018-06-01,2018,6,June
Solo Leisure,Business Class,Mumbai to London Heathrow,June 2018,2.0,3.0,3.0,4.0,3.0,1.0,no,yes,161,890,2.6666666666666665,Not Recommended,Verified,Low Rating,2018-06-01,2018,6,June
Solo Leisure,Premium Economy,Delhi to London,June 2018,4.0,4.0,4.0,4.0,4.0,4.0,yes,yes,217,1255,4.0,Recommended,Verified,High Rating,2018-06-01,2018,6,June
Couple Leisure,Business Class,Seychelles to London,June 2018,2.0,3.0,3.0,3.0,1.0,1.0,no,yes,274,1403,2.1666666666666665,Not Recommended,Verified,Low Rating,2018-06-01,2018,6,June
Couple Leisure,Business Class,Gatwick to Gibraltar,June 2018,5.0,5.0,5.0,,4.0,4.0,yes,yes,54,337,4.6,Recommended,Verified,High Rating,2018-06-01,2018,6,June
Business,First Class,London to Vancouver,June 2018,2.0,4.0,2.0,2.0,2.0,4.0,no,yes,200,1106,2.6666666666666665,Not Recommended,Verified,Low Rating,2018-06-01,2018,6,June
Business,Economy Class,Milan to London,June 2018,,,,,,1.0,no,yes,221,1205,1.0,Not Recommended,Verified,Low Rating,2018-06-01,2018,6,June
Family Leisure,Economy Class,New York JFK to Rome via London Heathrow,June 2018,3.0,5.0,5.0,5.0,1.0,1.0,no,yes,115,617,3.3333333333333335,Not Recommended,Verified,Medium Rating,2018-06-01,2018,6,June
Business,Business Class,Newark to London Heathrow,June 2018,3.0,1.0,1.0,3.0,4.0,2.0,no,yes,207,1152,2.3333333333333335,Not Recommended,Verified,Low Rating,2018-06-01,2018,6,June
Couple Leisure,Business Class,London Heathrow to Seattle,June 2018,4.0,5.0,5.0,4.0,5.0,3.0,yes,yes,198,1057,4.333333333333333,Recommended,Verified,High Rating,2018-06-01,2018,6,June
Solo Leisure,Economy Class,London to Johannesburg,April 2018,1.0,1.0,1.0,1.0,4.0,2.0,no,yes,89,529,1.6666666666666667,Not Recommended,Verified,Low Rating,2018-04-01,2018,4,April
Couple Leisure,Premium Economy,Calgary to London,June 2018,1.0,1.0,1.0,2.0,2.0,2.0,no,yes,247,1430,1.5,Not Recommended,Verified,Low Rating,2018-06-01,2018,6,June
Business,Economy Class,London to Zurich,June 2018,3.0,2.0,1.0,1.0,4.0,4.0,no,yes,74,404,2.5,Not Recommended,Verified,Low Rating,2018-06-01,2018,6,June
Couple Leisure,Economy Class,Glasgow to New York via London,June 2018,2.0,4.0,4.0,3.0,3.0,3.0,no,yes,254,1337,3.1666666666666665,Not Recommended,Verified,Medium Rating,2018-06-01,2018,6,June
Solo Leisure,Economy Class,London Heathrow to Baltimore,June 2018,2.0,3.0,3.0,4.0,4.0,4.0,yes,yes,125,758,3.3333333333333335,Recommended,Verified,Medium Rating,2018-06-01,2018,6,June
Couple Leisure,Business Class,London to Johannesburg,February 2018,2.0,3.0,3.0,,3.0,1.0,no,yes,210,1179,2.4,Not Recommended,Verified,Low Rating,2018-02-01,2018,2,February
Couple Leisure,Premium Economy,Los Angeles to London,May 2018,1.0,2.0,1.0,3.0,1.0,1.0,no,no,413,2159,1.5,Not Recommended,Not Verified,Low Rating,2018-05-01,2018,5,May
Couple Leisure,Economy Class,Tampa to London,May 2018,2.0,1.0,1.0,,3.0,1.0,no,no,114,663,1.6,Not Recommended,Not Verified,Low Rating,2018-05-01,2018,5,May
Couple Leisure,Business Class,Cape Town to London Heathrow,June 2018,2.0,3.0,2.0,2.0,3.0,3.0,no,yes,205,1200,2.5,Not Recommended,Verified,Low Rating,2018-06-01,2018,6,June
Solo Leisure,Economy Class,Gatwick to San Jose ,June 2018,3.0,,,,3.0,2.0,no,yes,69,379,2.6666666666666665,Not Recommended,Verified,Low Rating,2018-06-01,2018,6,June
Solo Leisure,Premium Economy,Toronto to London,June 2018,3.0,5.0,4.0,3.0,5.0,4.0,yes,yes,408,2259,4.0,Recommended,Verified,High Rating,2018-06-01,2018,6,June
Couple Leisure,Economy Class,London to Chicago,April 2018,5.0,5.0,4.0,4.0,4.0,5.0,yes,no,121,689,4.5,Recommended,Not Verified,High Rating,2018-04-01,2018,4,April
Business,First Class,Geneva to Vancouver via London,March 2018,4.0,1.0,2.0,3.0,5.0,1.0,no,yes,64,372,2.6666666666666665,Not Recommended,Verified,Low Rating,2018-03-01,2018,3,March
Couple Leisure,Business Class,London Heathrow to Corfu ,May 2018,4.0,5.0,5.0,,4.0,5.0,yes,yes,195,1012,4.6,Recommended,Verified,High Rating,2018-05-01,2018,5,May
Couple Leisure,Economy Class,Barcelona to Gatwick,June 2018,3.0,1.0,1.0,,3.0,2.0,no,yes,337,1855,2.0,Not Recommended,Verified,Low Rating,2018-06-01,2018,6,June
Business,Business Class,Hong Kong to London,June 2018,1.0,1.0,2.0,1.0,3.0,1.0,no,yes,119,712,1.5,Not Recommended,Verified,Low Rating,2018-06-01,2018,6,June
Solo Leisure,Business Class,Washington to Bucharest via London,May 2018,5.0,5.0,4.0,,5.0,5.0,yes,yes,326,1862,4.8,Recommended,Verified,High Rating,2018-05-01,2018,5,May
Solo Leisure,Economy Class,London to Warsaw,May 2018,2.0,2.0,,,3.0,3.0,no,yes,83,466,2.5,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Solo Leisure,Economy Class,London to Istanbul,May 2018,3.0,5.0,1.0,,2.0,1.0,no,yes,176,946,2.4,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Couple Leisure,First Class,London to Cape Town,May 2018,4.0,2.0,4.0,3.0,4.0,3.0,yes,yes,265,1483,3.3333333333333335,Recommended,Verified,Medium Rating,2018-05-01,2018,5,May
Solo Leisure,First Class,Miami to Hamburg via London,May 2018,3.0,4.0,3.0,,2.0,1.0,no,yes,309,1675,2.6,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Solo Leisure,Economy Class,Turin to London Gatwick,May 2018,2.0,3.0,1.0,,1.0,1.0,no,yes,128,717,1.6,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Business,Economy Class,Frankfurt to London Cuty,May 2018,,,,,,1.0,no,yes,38,213,1.0,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Couple Leisure,Economy Class,London to Madrid,May 2018,2.0,1.0,,,1.0,1.0,no,yes,90,483,1.25,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Business,Business Class,Los Angeles to London Heathrow,May 2018,1.0,1.0,1.0,1.0,1.0,1.0,no,yes,137,891,1.0,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Family Leisure,Economy Class,London Heathrow to Mahon,May 2018,3.0,2.0,,,1.0,2.0,no,yes,617,3356,2.0,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Business,First Class,Dubai to London Heathrow,May 2018,5.0,5.0,5.0,,5.0,5.0,yes,yes,77,409,5.0,Recommended,Verified,High Rating,2018-05-01,2018,5,May
Solo Leisure,Economy Class,London Heathrow to Singapore,May 2018,4.0,3.0,4.0,3.0,4.0,4.0,yes,yes,116,620,3.6666666666666665,Recommended,Verified,Medium Rating,2018-05-01,2018,5,May
Couple Leisure,Economy Class,Paris to Newark,May 2018,1.0,1.0,,,1.0,1.0,no,yes,101,551,1.0,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Couple Leisure,Economy Class,Heraklion to Gatwick,May 2018,1.0,3.0,,,1.0,1.0,no,yes,179,915,1.5,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Couple Leisure,Premium Economy,Washington to London,May 2018,1.0,4.0,2.0,1.0,2.0,1.0,no,yes,301,1618,1.8333333333333333,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Business,Economy Class,Singapore to London,May 2018,4.0,2.0,1.0,1.0,3.0,4.0,no,yes,445,2347,2.5,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Business,Economy Class,Sydney to London via Singapore,May 2018,4.0,3.0,1.0,1.0,4.0,4.0,no,yes,520,2712,2.8333333333333335,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Couple Leisure,Business Class,Malaga to Gatwick,May 2018,4.0,4.0,4.0,,4.0,4.0,yes,yes,36,225,4.0,Recommended,Verified,High Rating,2018-05-01,2018,5,May
Solo Leisure,Economy Class,Barcelona to Gatwick,May 2018,1.0,1.0,,,1.0,2.0,no,yes,84,445,1.25,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Business,Economy Class,Munich to London,May 2018,3.0,5.0,1.0,,3.0,3.0,no,yes,100,593,3.0,Not Recommended,Verified,Medium Rating,2018-05-01,2018,5,May
Solo Leisure,Economy Class,London to Reykjavik ,May 2018,4.0,4.0,2.0,,4.0,4.0,yes,yes,66,377,3.6,Recommended,Verified,Medium Rating,2018-05-01,2018,5,May
Business,Business Class,Cape Town to London,May 2018,3.0,1.0,1.0,1.0,3.0,2.0,no,yes,82,426,1.8333333333333333,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Couple Leisure,Economy Class,Washington to Prague via London,May 2018,1.0,3.0,3.0,4.0,2.0,3.0,no,yes,234,1221,2.6666666666666665,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Solo Leisure,First Class,London to Washington,May 2018,3.0,2.0,2.0,1.0,4.0,1.0,no,yes,136,756,2.1666666666666665,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Solo Leisure,Economy Class,Washington to Glasgow via London,May 2018,4.0,4.0,3.0,3.0,3.0,5.0,yes,yes,95,584,3.6666666666666665,Recommended,Verified,Medium Rating,2018-05-01,2018,5,May
Solo Leisure,Economy Class,London to Montreal,March 2018,3.0,2.0,1.0,2.0,1.0,1.0,no,yes,341,1686,1.6666666666666667,Not Recommended,Verified,Low Rating,2018-03-01,2018,3,March
Solo Leisure,Economy Class,Tokyo to Amsterdam via London,May 2018,2.0,2.0,1.0,1.0,4.0,3.0,no,yes,311,1700,2.1666666666666665,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Business,Business Class,Vienna to London Heathrow,May 2018,3.0,4.0,2.0,,3.0,3.0,yes,yes,130,744,3.0,Recommended,Verified,Medium Rating,2018-05-01,2018,5,May
Solo Leisure,Economy Class,London Heathrow to Vienna,May 2018,1.0,1.0,1.0,2.0,1.0,1.0,no,yes,174,980,1.1666666666666667,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Couple Leisure,Economy Class,Glasgow to Heathrow,May 2018,1.0,1.0,,,1.0,1.0,no,yes,86,451,1.0,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Business,Business Class,London to Phoenix ,May 2018,4.0,3.0,4.0,1.0,4.0,4.0,yes,yes,104,561,3.3333333333333335,Recommended,Verified,Medium Rating,2018-05-01,2018,5,May
Solo Leisure,Economy Class,Glasgow to Heathrow,May 2018,1.0,1.0,,,1.0,1.0,no,yes,113,645,1.0,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Solo Leisure,Economy Class,Brussels to Shanghai via London,April 2018,5.0,5.0,5.0,4.0,2.0,5.0,yes,yes,58,342,4.333333333333333,Recommended,Verified,High Rating,2018-04-01,2018,4,April
Solo Leisure,Economy Class,Chicago to London Heathrow,May 2018,4.0,4.0,3.0,3.0,4.0,3.0,yes,yes,190,992,3.5,Recommended,Verified,Medium Rating,2018-05-01,2018,5,May
Couple Leisure,Economy Class,Athens to Philadelphia via London,April 2018,4.0,4.0,2.0,4.0,4.0,3.0,no,yes,85,482,3.5,Not Recommended,Verified,Medium Rating,2018-04-01,2018,4,April
Couple Leisure,Business Class,Hong Kong to London,April 2018,2.0,5.0,3.0,3.0,4.0,4.0,no,yes,179,960,3.5,Not Recommended,Verified,Medium Rating,2018-04-01,2018,4,April
Solo Leisure,Business Class,Los Angeles to London Heathrow,April 2018,4.0,5.0,4.0,5.0,5.0,5.0,yes,yes,240,1371,4.666666666666667,Recommended,Verified,High Rating,2018-04-01,2018,4,April
Solo Leisure,Premium Economy,Hamburg to Abu Dhabi via London ,May 2018,3.0,2.0,2.0,4.0,1.0,2.0,no,yes,109,600,2.3333333333333335,Not Recommended,Verified,Low Rating,2018-05-01,2018,5,May
Family Leisure,Business Class,GIG to LHR,April 2018,4.0,3.0,3.0,4.0,4.0,3.0,yes,yes,148,838,3.5,Recommended,Verified,Medium Rating,2018-04-01,2018,4,April
Solo Leisure,Premium Economy,London Heathrow to Vancouver,April 2018,1.0,1.0,1.0,2.0,4.0,2.0,no,yes,151,799,1.8333333333333333,Not Recommended,Verified,Low Rating,2018-04-01,2018,4,April
Business,Business Class,Madrid to London,April 2018,4.0,5.0,4.0,,4.0,3.0,yes,yes,51,299,4.0,Recommended,Verified,High Rating,2018-04-01,2018,4,April
Solo Leisure,Economy Class,Venice to Gatwick,February 2018,3.0,3.0,,,1.0,1.0,no,yes,154,840,2.0,Not Recommended,Verified,Low Rating,2018-02-01,2018,2,February
Business,Business Class,Singapore to Dublin via London,March 2018,2.0,5.0,4.0,3.0,2.0,2.0,no,yes,206,1095,3.0,Not Recommended,Verified,Medium Rating,2018-03-01,2018,3,March
Couple Leisure,Economy Class,London to Budapest,April 2018,3.0,3.0,1.0,1.0,2.0,1.0,no,yes,72,402,1.8333333333333333,Not Recommended,Verified,Low Rating,2018-04-01,2018,4,April
Business,Economy Class,Florence to London Gatwick,April 2018,,,,,,1.0,no,yes,51,308,1.0,Not Recommended,Verified,Low Rating,2018-04-01,2018,4,April
Family Leisure,Business Class,London to Sao Paulo,April 2018,4.0,4.0,4.0,5.0,5.0,4.0,yes,yes,70,429,4.333333333333333,Recommended,Verified,High Rating,2018-04-01,2018,4,April
Couple Leisure,Business Class,Tampa to London Gatwick,April 2018,1.0,1.0,1.0,1.0,1.0,1.0,no,yes,109,690,1.0,Not Recommended,Verified,Low Rating,2018-04-01,2018,4,April
Business,Business Class,London Heathrow to Dusseldorf,February 2018,1.0,1.0,1.0,,1.0,1.0,no,yes,62,352,1.0,Not Recommended,Verified,Low Rating,2018-02-01,2018,2,February
Business,Business Class,Madrid to London,April 2018,2.0,5.0,1.0,,1.0,1.0,no,yes,62,352,2.0,Not Recommended,Verified,Low Rating,2018-04-01,2018,4,April
Business,Business Class,London to Moscow,March 2018,1.0,4.0,1.0,,1.0,2.0,no,yes,197,1067,1.8,Not Recommended,Verified,Low Rating,2018-03-01,2018,3,March
Solo Leisure,Economy Class,Miami to London ,March 2018,4.0,4.0,4.0,4.0,4.0,4.0,yes,yes,157,870,4.0,Recommended,Verified,High Rating,2018-03-01,2018,3,March
Couple Leisure,Economy Class,Gatwick to Barbados,December 2017,2.0,2.0,1.0,2.0,3.0,2.0,no,yes,58,316,2.0,Not Recommended,Verified,Low Rating,2017-12-01,2017,12,December
Solo Leisure,Economy Class,London Heathrow to Dallas,April 2018,3.0,3.0,3.0,2.0,3.0,2.0,no,yes,221,1252,2.6666666666666665,Not Recommended,Verified,Low Rating,2018-04-01,2018,4,April
Business,Business Class,London to Copenhagen ,April 2018,2.0,3.0,1.0,,3.0,2.0,no,yes,126,671,2.2,Not Recommended,Verified,Low Rating,2018-04-01,2018,4,April
Business,Economy Class,Istanbul to London,April 2018,3.0,3.0,1.0,1.0,2.0,1.0,no,yes,175,921,1.8333333333333333,Not Recommended,Verified,Low Rating,2018-04-01,2018,4,April
Family Leisure,Premium Economy,Los Angeles to London,April 2018,1.0,1.0,2.0,3.0,1.0,1.0,no,yes,247,1412,1.5,Not Recommended,Verified,Low Rating,2018-04-01,2018,4,April
Business,Economy Class,Belfast to London ,April 2018,2.0,1.0,1.0,1.0,1.0,1.0,no,yes,72,391,1.1666666666666667,Not Recommended,Verified,Low Rating,2018-04-01,2018,4,April
